"route_name","state_num","route","st_abrev","country","population_100km","population_200km","population_300km","pop_5th_percentile_100km","pop_5th_percentile_200km","pop_5th_percentile_300km","bcr","latitude","longitude","n_surveys_total","n_surveys_since_2018","Surveyed_by_in_1966","Surveyed_by_in_1967","Surveyed_by_in_1968","Surveyed_by_in_1969","Surveyed_by_in_1970","Surveyed_by_in_1971","Surveyed_by_in_1972","Surveyed_by_in_1973","Surveyed_by_in_1974","Surveyed_by_in_1975","Surveyed_by_in_1976","Surveyed_by_in_1977","Surveyed_by_in_1978","Surveyed_by_in_1979","Surveyed_by_in_1980","Surveyed_by_in_1981","Surveyed_by_in_1982","Surveyed_by_in_1983","Surveyed_by_in_1984","Surveyed_by_in_1985","Surveyed_by_in_1986","Surveyed_by_in_1987","Surveyed_by_in_1988","Surveyed_by_in_1989","Surveyed_by_in_1990","Surveyed_by_in_1991","Surveyed_by_in_1992","Surveyed_by_in_1993","Surveyed_by_in_1994","Surveyed_by_in_1995","Surveyed_by_in_1996","Surveyed_by_in_1997","Surveyed_by_in_1998","Surveyed_by_in_1999","Surveyed_by_in_2000","Surveyed_by_in_2001","Surveyed_by_in_2002","Surveyed_by_in_2003","Surveyed_by_in_2004","Surveyed_by_in_2005","Surveyed_by_in_2006","Surveyed_by_in_2007","Surveyed_by_in_2008","Surveyed_by_in_2009","Surveyed_by_in_2010","Surveyed_by_in_2011","Surveyed_by_in_2012","Surveyed_by_in_2013","Surveyed_by_in_2014","Surveyed_by_in_2015","Surveyed_by_in_2016","Surveyed_by_in_2017","Surveyed_by_in_2018","Surveyed_by_in_2019","Surveyed_by_in_2021","Surveyed_by_in_2022","Surveyed_by_in_2023"
"DIGBY NECK",65,34,"NS","CA",154357,769544,1450753,FALSE,FALSE,FALSE,14,44.498540000000006,-66.07463,37,5,NA,NA,NA,990040,990040,990040,1080088,1080088,970075,970075,NA,NA,NA,1060049,1060049,1060049,1060049,1060049,NA,1060049,1060049,1060049,NA,1060049,NA,NA,NA,1010160,1010160,1010160,1010160,1010160,NA,1010160,1010160,1010160,NA,NA,NA,NA,1010160,1010160,1010160,NA,NA,NA,NA,1120658,1120658,1120658,1120658,1120658,1120658,1120658,1120658,1120658,1120658
"KEJIMKUJIK",65,36,"NS","CA",158001,1003252,1540867,FALSE,FALSE,FALSE,14,44.34565,-65.27762000000001,34,4,NA,NA,NA,NA,NA,NA,1080033,1080033,980216,1080033,NA,1000040,1000040,1000040,1000040,NA,990174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1010160,NA,NA,NA,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,1150812,990842,NA,990842,990842
"JAMES RIVER",65,14,"NS","CA",165121,984553,1366818,FALSE,FALSE,FALSE,14,45.685570000000006,-62.11729,42,5,NA,990038,NA,990038,NA,990038,990038,990038,990038,NA,NA,990174,NA,990174,990174,990174,990174,NA,990174,NA,NA,NA,990172,990172,NA,990172,NA,NA,NA,NA,1090203,1090203,980764,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703,1090703
"BRIDGETOWN",65,33,"NS","CA",270905,1278525,1600841,FALSE,FALSE,FALSE,14,44.752390000000005,-65.46909000000001,45,5,1060009,1010004,NA,1020046,1020046,1080088,1080088,1080088,NA,1080033,NA,1020115,1020115,1020115,1020115,1020115,1020115,1020115,NA,NA,NA,NA,NA,1160145,1160145,1160145,NA,NA,NA,NA,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420,990420
"TATAMAGOUCHE",65,18,"NS","CA",386494,1260191,1801462,FALSE,FALSE,FALSE,14,45.71858,-63.55918,45,5,1010002,1010002,1090080,1090080,1090080,1090080,1090080,1090080,1090080,NA,1090080,1090080,1090080,1090080,1090080,1090080,NA,NA,1090080,NA,NA,1040041,NA,NA,NA,1160174,1160174,1160174,1160174,1160174,1160174,1160174,1160174,1090622,NA,980826,980826,NA,1090703,1090703,1090703,NA,1000158,1000158,1000158,1000158,981338,981338,NA,981338,981338,981338,981338,981338,981338,981338,981338
"AMHERST",65,22,"NS","CA",431945,1394963,1821377,FALSE,FALSE,FALSE,14,45.98403999999999,-64.04303,39,2,1010002,1010002,1010002,1010002,NA,NA,1000082,1160059,1160059,1160059,NA,980262,980262,980262,980262,980262,NA,NA,1010002,1010002,990253,990253,990253,990253,990253,990253,990253,NA,NA,NA,980289,980289,980289,980289,980289,980289,980289,NA,980289,980289,NA,1151291,NA,1120522,1120522,1120522,NA,NA,NA,NA,1160472,1160472,NA,NA,NA,1160472,1160472
"N KINGSTON",65,21,"NS","CA",449754,1467574,1677839,FALSE,FALSE,FALSE,14,45.10326,-64.68646999999999,41,3,NA,990049,NA,1070060,1070060,1070060,1070060,1070060,1070060,1100045,1100045,1100045,1000036,1000036,1000036,NA,NA,NA,NA,NA,NA,1190323,1190323,1190323,1190323,1190323,1190323,1190323,1190323,970207,970207,NA,970207,970207,970207,NA,NA,NA,990629,990629,990629,990629,990629,NA,990629,NA,990629,990629,990629,990629,990629,990629,990629,990629,990629,NA,NA
"JOGGINS",65,23,"NS","CA",462834,1480583,1792350,FALSE,FALSE,FALSE,14,45.820710000000005,-64.23027,18,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980724,980724,NA,980724,NA,980724,980724,980724,980724,NA,980724,NA,NA,NA,NA,980724,980724,980724,1020538,1020538,1020538,1020538,1020538,NA,1020538,1020538
"SHEET HARBOR",65,27,"NS","CA",544426,950938,1488612,FALSE,FALSE,FALSE,14,44.9369,-62.5792,50,5,NA,NA,NA,NA,NA,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010104,1010043,1010043,1010043,1010043,1010043,1010043,1010043,NA,1010043,NA,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010043,1010104,1010104,1010104,1010104,1010104,1010104,1010104,1010104,1010104,1010104,1010104,1041198,1041198,1041198
"OXFORD",65,20,"NS","CA",550151,1355269,1797154,FALSE,FALSE,FALSE,14,45.651979999999995,-63.9122,23,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980755,NA,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,980755,NA,980755,980755,980755,980755,NA,980755,980755
"UPPER MUSQUODOBOIT",65,39,"NS","CA",571023,1001183,1511472,FALSE,FALSE,FALSE,14,45.007133,-62.723184,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070596,NA,1070596,NA,NA,NA,NA
"PEGGY'S COVE",65,25,"NS","CA",591940,971578,1552389,FALSE,FALSE,FALSE,14,44.50176,-63.735260000000004,33,NA,1100001,1040041,1040041,1040041,1090080,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,1040041,NA,1090412,NA,NA,NA,1180071,1180071,1180071,1180071,1180071,1180071,1180071,1180071,1180071,1180071,980825,NA,NA,980825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WALDEN",65,31,"NS","CA",609607,1162650,1582092,FALSE,FALSE,FALSE,14,44.52484,-64.46916000000002,22,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990253,NA,990253,990253,990253,990253,990253,990253,NA,NA,NA,981087,981087,981087,NA,981087,981087,981087,981087,981087,981087,NA,981087,981087,981087,981087,981087,1151706
"GASPEREAU LAKE",65,29,"NS","CA",611992,1234979,1609517,FALSE,FALSE,FALSE,14,44.73024,-64.61365,42,1,1010004,1010004,1010004,1010004,1010004,1010004,1010004,1080088,1090193,1090193,1090193,1090193,NA,NA,NA,NA,NA,NA,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,1020115,NA,NA,NA,1120522,1100001,1100001,1100001,1100001,1100001,1100001,NA,NA,990842,990842,990842,990842,1190808,NA,NA,NA,NA
"Musquodoboit Harbour",65,228,"NS","CA",612820,1145924,1669197,FALSE,FALSE,FALSE,14,44.932077,-63.238844,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091265,981087,1091265,1091265,1091265,NA,1091265,NA
"LAKE TORMENT",65,129,"NS","CA",621967,1252433,1612087,FALSE,FALSE,FALSE,14,44.734733000000006,-64.46523300000001,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190808,1190808,1190808,1190808
"CHESTER",65,30,"NS","CA",622952,1245083,1610598,FALSE,FALSE,FALSE,14,44.72977000000001,-64.45683,20,NA,1090023,1090023,1090023,1090107,1090107,1090107,1090107,1090107,1090107,1190180,1090107,1090107,1090107,1090107,1090107,NA,1090315,1090315,1090315,1090315,NA,NA,NA,NA,NA,NA,1160145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DEAN CHAPTER",65,130,"NS","CA",623920,1260951,1611116,FALSE,FALSE,FALSE,14,44.737140000000004,-64.449700000000007,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160145,1160145,1160145,1160145,1150787,1150787,1150787,1150787,1150787,1150787,1150787,1150787,1150787,NA,NA,NA,NA,NA,NA,NA,1070551,1070551,1070551,1070551,1070551,1070551,1070551,1070551,1070551,1070551
"BEAVERBANK",65,26,"NS","CA",636292,1205431,1591790,FALSE,FALSE,FALSE,14,44.69807000000001,-63.69892000000001,18,NA,NA,1040041,1040041,1040041,1010041,970006,970006,1000093,1040041,1040041,1040041,NA,NA,1070123,1070123,1070123,NA,NA,NA,990253,NA,990253,1000217,NA,1000217,NA,NA,NA,NA,970205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GOFFS",65,28,"NS","CA",637731,1181429,1613448,FALSE,FALSE,FALSE,14,44.85273,-63.549839999999996,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080032,NA,1080032,NA,1080032,1080032,1080032,1080032,1080032,1080032,1080032,1080032,1080032,1080032,1080032,1080032,1080032,NA,NA,1080628,1080666,1080666,1080666,1080666,NA,NA,NA,1080747
"Mount Uniacke",65,126,"NS","CA",643032,1253596,1606891,FALSE,FALSE,FALSE,14,44.80744699999999,-63.688123000000004,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030706,NA,NA,NA
"SHUBENACADIE",65,117,"NS","CA",663496,1225813,1746613,FALSE,FALSE,FALSE,14,45.295640000000006,-63.44884,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090203,1090203,1090203,1090203,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,990553,NA,990553,990553,NA
"STEWIACKE",65,17,"NS","CA",663496,1225813,1746613,FALSE,FALSE,FALSE,14,45.295640000000006,-63.44884,27,NA,970006,970006,NA,NA,NA,1020046,1020046,1020046,NA,1090203,1090203,1090203,NA,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,1090203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LONDONDERRY",65,19,"NS","CA",697021,1327496,1770509,FALSE,FALSE,FALSE,14,45.42752,-63.70125,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090622,NA,1090622,1090622,1090622,1090622,1090622,1090622,1090622,1090622,1090622,NA,1090622,1090622,1090622,1090622,NA,1140693,1140693,1140693,1140693,1140693,1140693,1190808,1190808,1190808,1190808,1190808
"EKATI",43,15,"NT","CA",35,144,972,TRUE,TRUE,TRUE,3,64.54431000000001,-110.20606000000001,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160352,1030173,1030173,1030173,1030173,1030173,NA,NA,NA,1140707,1140707,1140707,1140707,1140707,NA,NA,NA
"Trout River",43,20,"NT","CA",93,2028,14315,TRUE,TRUE,TRUE,6,61.144833999999996,-119.84622500000002,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080665,1080665,NA,NA,1080665,NA,NA,NA,NA
"FORT LIARD",43,11,"NT","CA",549,6175,8034,TRUE,TRUE,TRUE,6,60.304489999999994,-123.3158,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020186,1020186,1020186,1020186,NA,NA,NA,NA,NA,1090681,1090681,1090681,1090681,1090681,1090681,1090681,NA,NA,1090681,1090681,1090681,NA,1090681,1090681,1090681,1041096,NA,NA,1041096,NA,NA,NA,NA,NA
"FORT PROVIDENCE",43,8,"NT","CA",687,27523,30662,TRUE,FALSE,FALSE,6,61.39831000000001,-117.44669000000002,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020186,1020186,NA,1020186,NA,NA,NA,NA,NA,NA,1150614,1150614,1150614,NA,NA,1090681,1090681,NA,1090681,1090681,1090681,NA,1090681,1090681,1090681,1080665,1080665,1080665,NA,1080665,NA,NA,NA,1080665
"RICHARDSON",43,1,"NT","CA",785,4694,5631,TRUE,TRUE,TRUE,6,67.18229,-135.80258,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990852,NA,NA,NA,NA,NA,NA,1060407,1060407,1060407,NA
"BEAR RIVER",43,14,"NT","CA",1069,2149,2376,FALSE,TRUE,TRUE,6,64.90354,-125.65809999999999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190449,1190449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NORMAN WELLS",43,12,"NT","CA",1069,2259,2376,FALSE,TRUE,TRUE,6,65.29336,-126.83483,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190449,1190449,1190449,NA,1190449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Antoine Lake",43,16,"NT","CA",1163,2106,4902,FALSE,TRUE,TRUE,6,61.83258,-121.32462000000001,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,981406,981406,981406,NA,NA,NA,NA,NA,NA,NA
"FORT SIMPSON",43,10,"NT","CA",1163,2457,10585,FALSE,TRUE,TRUE,6,61.444889999999994,-121.23765000000002,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020186,1020186,1020186,1020186,NA,NA,NA,NA,NA,NA,NA,NA,1090681,1090681,1090681,1090681,NA,NA,1090681,1090681,1090681,NA,1090681,1090681,1090681,1041096,NA,NA,1041096,NA,NA,NA,NA,NA
"Nahinni Butte",43,26,"NT","CA",1244,1809,6979,FALSE,TRUE,TRUE,6,61.3322792,-122.097072,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041190,1041190,1041190
"FORT MCPHERSON",43,2,"NT","CA",1321,4458,6138,FALSE,TRUE,TRUE,6,67.34099,-134.87009,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990852,NA,NA,NA,NA,1060407,1060407,1060407,1060407,1060407
"Junction 1/3",43,108,"NT","CA",1377,6448,35564,FALSE,TRUE,FALSE,6,61.218189,-117.50465100000001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080665,1080665,NA,NA,NA,NA,NA,NA
"Caen Lake",43,22,"NT","CA",1494,27698,29657,FALSE,FALSE,FALSE,6,61.931813999999996,-116.496382,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041096,1041096,NA,1041096,NA,1041096,NA,1041096
"LITTLE BUFFALO",43,9,"NT","CA",2253,10395,49760,FALSE,FALSE,FALSE,6,60.04818,-112.77346999999999,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020186,1020186,1020186,1020186,NA,NA,NA,NA,1040191,1040191,980691,980691,980691,980691,NA,980691,990681,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1050059,1041230,NA
"Edzo",43,23,"NT","CA",2289,27426,29555,FALSE,FALSE,FALSE,6,62.483805,-116.48507099999999,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1041096,1041096,NA,1041096,NA,1041096,NA,1041096
"North of Inuvik",43,27,"NT","CA",3673,5395,5631,FALSE,TRUE,TRUE,6,68.369014,-133.71615499999996,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060407,1060407,1060407,1060407
"Tuk Road",43,28,"NT","CA",4074,4748,5395,FALSE,TRUE,TRUE,6,69.187426,-133.00271700000002,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1060407,1060407,1060407,1060407
"INUVIK",43,4,"NT","CA",4458,5395,6138,FALSE,TRUE,TRUE,6,68.08846,-133.49286,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000517,NA,NA,NA,990852,990852,NA,NA,NA,NA,NA,1060407,1060407,NA,NA
"MACKENZIE R",43,3,"NT","CA",4458,4458,6138,FALSE,TRUE,TRUE,6,67.4588,-133.7623,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000517,NA,NA,NA,990852,990852,NA,NA,NA,NA,1060407,1060407,1060407,NA,NA
"INGRAHAM",43,7,"NT","CA",22516,24350,30680,FALSE,FALSE,FALSE,7,62.52539000000001,-114.18088999999999,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150504,1150504,1150504,1150504,1150504,1150504,NA,NA,NA,NA,980685,NA,980685,980685,980685,980685,NA,980685,980685,980685,980685,980685,980685,980685,NA,980685,980685,980685,980685,980685,980685,NA,NA,NA,1191008
"MacKenzie Highway",43,106,"NT","CA",22516,27294,28432,FALSE,FALSE,FALSE,7,62.53776,-114.97411000000001,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970395,970395,970395,970395,970395,970395,970395,970395,NA,NA,NA,NA
"STAGG RIVER",43,6,"NT","CA",22516,27546,28427,FALSE,FALSE,FALSE,7,62.56088,-115.08778,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020186,1020186,1020186,1020186,1020186,1150504,NA,NA,NA,NA,NA,1150614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WHALE TAIL MINE",62,91,"NU","CA",0,2061,2061,TRUE,TRUE,TRUE,3,65.40275229999999,-96.6649079,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190994
"MEADOWBANK MINE",62,49,"NU","CA",2061,2061,5036,FALSE,TRUE,TRUE,3,64.6743238,-96.3716965,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190994
"MAGUSE",62,16,"NU","CA",2864,3334,7576,FALSE,TRUE,TRUE,3,61.09635000000001,-93.98366000000001,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150948,1150948,NA,NA,NA,981288,NA,981288,NA,981288,981288,981288,981288,NA,NA,NA,NA,NA,NA
"GILLARD LAKE",68,270,"ON","CA",801,146670,187223,TRUE,FALSE,FALSE,8,49.67662,-89.92960000000001,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040210,NA,NA,990275,990275,NA,990275,990275
"Armstrong Airport",68,386,"ON","CA",827,12281,163991,TRUE,FALSE,FALSE,8,50.46656,-88.5749,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070240,1070240,NA,NA,NA,NA
"WAGAMING",68,286,"ON","CA",827,12281,163991,TRUE,FALSE,FALSE,8,50.495520000000006,-88.58442000000001,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020502,NA,1020502,1020502,1020502,1020502,1070240,NA,NA,NA,NA,NA,NA
